ID;Descrição da Imagem;arquivo;Conjunto Som Associado
219;GeoNumericosPB-Numero-Um-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroUmComDomino-U-BP-Preto.png;1
220;GeoNumericosPB-Numero-Dois-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroDoisComDomino-U-BF-Preto.png;1
221;GeoNumericosPB-Numero-Dois-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroDoisComDomino-U-BG-Preto.png;1
222;GeoNumericosPB-Numero-Dois-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroDoisComDomino-U-BP-Preto.png;1
223;GeoNumericosPB-Numero-Tres-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroTresComDomino-U-BF-Preto.png;1
224;GeoNumericosPB-Numero-Tres-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroTresComDomino-U-BG-Preto.png;1
225;GeoNumericosPB-Numero-Tres-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroTresComDomino-U-BP-Preto.png;1
226;GeoNumericosPB-Numero-Quatro-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroQuatroComDomino-U-BF-Preto.png;1
227;GeoNumericosPB-Numero-Quatro-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroQuatroComDomino-U-BG-Preto.png;1
228;GeoNumericosPB-Numero-Quatro-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroQuatroComDomino-U-BP-Preto.png;1
229;GeoNumericosPB-Numero-Cinco-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroCincoComDomino-U-BF-Preto.png;1
230;GeoNumericosPB-Numero-Cinco-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroCincoComDomino-U-BG-Preto.png;1
231;GeoNumericosPB-Numero-Cinco-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroCincoComDomino-U-BP-Preto.png;1
232;GeoNumericosPB-Numero-Seis-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroSeisComDomino-U-BF-Preto.png;1
233;GeoNumericosPB-Numero-Seis-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroSeisComDomino-U-BG-Preto.png;1
234;GeoNumericosPB-Numero-Seis-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroSeisComDomino-U-BP-Preto.png;1
235;GeoNumericosPB-Numero-Sete-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroSeteComDomino-U-BF-Preto.png;1
236;GeoNumericosPB-Numero-Sete-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroSeteComDomino-U-BG-Preto.png;1
237;GeoNumericosPB-Numero-Sete-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroSeteComDomino-U-BP-Preto.png;1
238;GeoNumericosPB-Numero-Oito-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroOitoComDomino-U-BF-Preto.png;1
239;GeoNumericosPB-Numero-Oito-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroOitoComDomino-U-BG-Preto.png;1
240;GeoNumericosPB-Numero-Oito-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroOitoComDomino-U-BP-Preto.png;1
241;GeoNumericosPB-Numero-Nove-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroNoveComDomino-U-BF-Preto.png;1
242;GeoNumericosPB-Numero-Nove-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroNoveComDomino-U-BG-Preto.png;1
243;GeoNumericosPB-Numero-Nove-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroNoveComDomino-U-BP-Preto.png;1
244;GeoNumericosPB-Numero-Dez-Com-Domino-Unico-BordaFina-Preto;GeoNumericosPB/NumeroDezComDomino-U-BF-Preto.png;1
245;GeoNumericosPB-Numero-Dez-Com-Domino-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroDezComDomino-U-BG-Preto.png;1
246;GeoNumericosPB-Numero-Dez-Com-Domino-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroDezComDomino-U-BP-Preto.png;1
247;GeoNumericosPB-Numero-Um-Unico-BordaFina-Preto;GeoNumericosPB/NumeroUm-U-BF-Preto.png;1
248;GeoNumericosPB-Numero-Um-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroUm-U-BG-Preto.png;1
249;GeoNumericosPB-Numero-Um-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroUm-U-BP-Preto.png;1
250;GeoNumericosPB-Numero-Dois-Unico-BordaFina-Preto;GeoNumericosPB/NumeroDois-U-BF-Preto.png;1
251;GeoNumericosPB-Numero-Dois-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroDois-U-BG-Preto.png;1
252;GeoNumericosPB-Numero-Dois-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroDois-U-BP-Preto.png;1
253;GeoNumericosPB-Numero-Tres-Unico-BordaFina-Preto;GeoNumericosPB/NumeroTres-U-BF-Preto.png;1
254;GeoNumericosPB-Numero-Tres-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroTres-U-BG-Preto.png;1
255;GeoNumericosPB-Numero-Tres-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroTres-U-BP-Preto.png;1
256;GeoNumericosPB-Numero-Quatro-Unico-BordaFina-Preto;GeoNumericosPB/NumeroQuatro-U-BF-Preto.png;1
257;GeoNumericosPB-Numero-Quatro-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroQuatro-U-BG-Preto.png;1
258;GeoNumericosPB-Numero-Quatro-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroQuatro-U-BP-Preto.png;1
259;GeoNumericosPB-Numero-Cinco-Unico-BordaFina-Preto;GeoNumericosPB/NumeroCinco-U-BF-Preto.png;1
260;GeoNumericosPB-Numero-Cinco-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroCinco-U-BG-Preto.png;1
261;GeoNumericosPB-Numero-Cinco-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroCinco-U-BP-Preto.png;1
262;GeoNumericosPB-Numero-Seis-Unico-BordaFina-Preto;GeoNumericosPB/NumeroSeis-U-BF-Preto.png;1
263;GeoNumericosPB-Numero-Seis-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroSeis-U-BG-Preto.png;1
264;GeoNumericosPB-Numero-Seis-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroSeis-U-BP-Preto.png;1
265;GeoNumericosPB-Numero-Sete-Unico-BordaFina-Preto;GeoNumericosPB/NumeroSete-U-BF-Preto.png;1
266;GeoNumericosPB-Numero-Sete-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroSete-U-BG-Preto.png;1
267;GeoNumericosPB-Numero-Sete-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroSete-U-BP-Preto.png;1
268;GeoNumericosPB-Numero-Oito-Unico-BordaFina-Preto;GeoNumericosPB/NumeroOito-U-BF-Preto.png;1
269;GeoNumericosPB-Numero-Oito-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroOito-U-BG-Preto.png;1
270;GeoNumericosPB-Numero-Oito-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroOito-U-BP-Preto.png;1
271;GeoNumericosPB-Numero-Nove-Unico-BordaFina-Preto;GeoNumericosPB/NumeroNove-U-BF-Preto.png;1
272;GeoNumericosPB-Numero-Nove-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroNove-U-BG-Preto.png;1
273;GeoNumericosPB-Numero-Nove-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroNove-U-BP-Preto.png;1
274;GeoNumericosPB-Numero-Dez-Unico-BordaFina-Preto;GeoNumericosPB/NumeroDez-U-BF-Preto.png;1
275;GeoNumericosPB-Numero-Dez-Unico-BordaGrossa-Preto;GeoNumericosPB/NumeroDez-U-BG-Preto.png;1
276;GeoNumericosPB-Numero-Dez-Unico-BordaPreenchida-Preto;GeoNumericosPB/NumeroDez-U-BP-Preto.png;1
277;GeoNumericosCL-Uma-Maca-Unico-BordaFina-Amarelo;GeoNumericosCL/UmaMaca-U-BF-Amarelo.png;1
278;GeoNumericosCL-Uma-Maca-Unico-BordaGrossa-Amarelo;GeoNumericosCL/UmaMaca-U-BG-Amarelo.png;1
279;GeoNumericosCL-Uma-Maca-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/UmaMaca-U-BP-Amarelo.png;1
280;GeoNumericosCL-Duas-Macas-Unico-BordaFina-Amarelo;GeoNumericosCL/DuasMacas-U-BF-Amarelo.png;1
281;GeoNumericosCL-Duas-Macas-Unico-BordaGrossa-Amarelo;GeoNumericosCL/DuasMacas-U-BG-Amarelo.png;1
282;GeoNumericosCL-Duas-Macas-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/DuasMacas-U-BP-Amarelo.png;1
283;GeoNumericosCL-Tres-Macas-Unico-BordaFina-Amarelo;GeoNumericosCL/TresMacas-U-BF-Amarelo.png;1
284;GeoNumericosCL-Tres-Macas-Unico-BordaGrossa-Amarelo;GeoNumericosCL/TresMacas-U-BG-Amarelo.png;1
285;GeoNumericosCL-Tres-Macas-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/TresMacas-U-BP-Amarelo.png;1
286;GeoNumericosCL-Quatro-Macas-Unico-BordaFina-Amarelo;GeoNumericosCL/QuatroMacas-U-BF-Amarelo.png;1
287;GeoNumericosCL-Quatro-Macas-Unico-BordaGrossa-Amarelo;GeoNumericosCL/QuatroMacas-U-BG-Amarelo.png;1
288;GeoNumericosCL-Quatro-Macas-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/QuatroMacas-U-BP-Amarelo.png;1
289;GeoNumericosCL-Cinco-Macas-Unico-BordaFina-Amarelo;GeoNumericosCL/CincoMacas-U-BF-Amarelo.png;1
290;GeoNumericosCL-Cinco-Macas-Unico-BordaGrossa-Amarelo;GeoNumericosCL/CincoMacas-U-BG-Amarelo.png;1
291;GeoNumericosCL-Cinco-Macas-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/CincoMacas-U-BP-Amarelo.png;1
292;GeoNumericosCL-Seis-Macas-Unico-BordaFina-Amarelo;GeoNumericosCL/SeisMacas-U-BF-Amarelo.png;1
293;GeoNumericosCL-Seis-Macas-Unico-BordaGrossa-Amarelo;GeoNumericosCL/SeisMacas-U-BG-Amarelo.png;1
294;GeoNumericosCL-Seis-Macas-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/SeisMacas-U-BP-Amarelo.png;1
295;GeoNumericosCL-Um-Urso-Unico-BordaFina-Amarelo;GeoNumericosCL/UmUrso-U-BF-Amarelo.png;1
296;GeoNumericosCL-Um-Urso-Unico-BordaGrossa-Amarelo;GeoNumericosCL/UmUrso-U-BG-Amarelo.png;1
297;GeoNumericosCL-Um-Urso-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/UmUrso-U-BP-Amarelo.png;1
298;GeoNumericosCL-Dois-Ursos-Unico-BordaFina-Amarelo;GeoNumericosCL/DoisUrsos-U-BF-Amarelo.png;1
299;GeoNumericosCL-Dois-Ursos-Unico-BordaGrossa-Amarelo;GeoNumericosCL/DoisUrsos-U-BG-Amarelo.png;1
300;GeoNumericosCL-Dois-Ursos-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/DoisUrsos-U-BP-Amarelo.png;1
301;GeoNumericosCL-Tres-Ursos-Unico-BordaFina-Amarelo;GeoNumericosCL/TresUrsos-U-BF-Amarelo.png;1
302;GeoNumericosCL-Tres-Ursos-Unico-BordaGrossa-Amarelo;GeoNumericosCL/TresUrsos-U-BG-Amarelo.png;1
303;GeoNumericosCL-Tres-Ursos-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/TresUrsos-U-BP-Amarelo.png;1
304;GeoNumericosCL-Quatro-Ursos-Unico-BordaFina-Amarelo;GeoNumericosCL/QuatroUrsos-U-BF-Amarelo.png;1
305;GeoNumericosCL-Quatro-Ursos-Unico-BordaGrossa-Amarelo;GeoNumericosCL/QuatroUrsos-U-BG-Amarelo.png;1
306;GeoNumericosCL-Quatro-Ursos-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/QuatroUrsos-U-BP-Amarelo.png;1
307;GeoNumericosCL-Cinco-Ursos-Unico-BordaFina-Amarelo;GeoNumericosCL/CincoUrsos-U-BF-Amarelo.png;1
308;GeoNumericosCL-Cinco-Ursos-Unico-BordaGrossa-Amarelo;GeoNumericosCL/CincoUrsos-U-BG-Amarelo.png;1
309;GeoNumericosCL-Cinco-Ursos-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/CincoUrsos-U-BP-Amarelo.png;1
310;GeoNumericosCL-Seis-Ursos-Unico-BordaFina-Amarelo;GeoNumericosCL/SeisUrsos-U-BF-Amarelo.png;1
311;GeoNumericosCL-Seis-Ursos-Unico-BordaGrossa-Amarelo;GeoNumericosCL/SeisUrsos-U-BG-Amarelo.png;1
312;GeoNumericosCL-Seis-Ursos-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/SeisUrsos-U-BP-Amarelo.png;1
313;GeoNumericosCL-Um-Lapis-Unico-BordaFina-Amarelo;GeoNumericosCL/UmLapis-U-BF-Amarelo.png;1
314;GeoNumericosCL-Um-Lapis-Unico-BordaGrossa-Amarelo;GeoNumericosCL/UmLapis-U-BG-Amarelo.png;1
315;GeoNumericosCL-Um-Lapis-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/UmLapis-U-BP-Amarelo.png;1
316;GeoNumericosCL-Dois-Lapis-Unico-BordaFina-Amarelo;GeoNumericosCL/DoisLapis-U-BF-Amarelo.png;1
317;GeoNumericosCL-Dois-Lapis-Unico-BordaGrossa-Amarelo;GeoNumericosCL/DoisLapis-U-BG-Amarelo.png;1
318;GeoNumericosCL-Dois-Lapis-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/DoisLapis-U-BP-Amarelo.png;1
319;GeoNumericosCL-Tres-Lapis-Unico-BordaFina-Amarelo;GeoNumericosCL/TresLapis-U-BF-Amarelo.png;1
320;GeoNumericosCL-Tres-Lapis-Unico-BordaGrossa-Amarelo;GeoNumericosCL/TresLapis-U-BG-Amarelo.png;1
321;GeoNumericosCL-Tres-Lapis-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/TresLapis-U-BP-Amarelo.png;1
322;GeoNumericosCL-Quatro-Lapis-Unico-BordaFina-Amarelo;GeoNumericosCL/QuatroLapis-U-BF-Amarelo.png;1
323;GeoNumericosCL-Quatro-Lapis-Unico-BordaGrossa-Amarelo;GeoNumericosCL/QuatroLapis-U-BG-Amarelo.png;1
324;GeoNumericosCL-Quatro-Lapis-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/QuatroLapis-U-BP-Amarelo.png;1
325;GeoNumericosCL-Cinco-Lapis-Unico-BordaFina-Amarelo;GeoNumericosCL/CincoLapis-U-BF-Amarelo.png;1
326;GeoNumericosCL-Cinco-Lapis-Unico-BordaGrossa-Amarelo;GeoNumericosCL/CincoLapis-U-BG-Amarelo.png;1
327;GeoNumericosCL-Cinco-Lapis-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/CincoLapis-U-BP-Amarelo.png;1
328;GeoNumericosCL-Seis-Lapis-Unico-BordaFina-Amarelo;GeoNumericosCL/SeisLapis-U-BF-Amarelo.png;1
329;GeoNumericosCL-Seis-Lapis-Unico-BordaGrossa-Amarelo;GeoNumericosCL/SeisLapis-U-BG-Amarelo.png;1
330;GeoNumericosCL-Seis-Lapis-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/SeisLapis-U-BP-Amarelo.png;1
331;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaFina-Amarelo;GeoNumericosCL/CincoDadoComNumero-U-BF-Amarelo.png;1
332;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaGrossa-Amarelo;GeoNumericosCL/CincoDadoComNumero-U-BG-Amarelo.png;1
333;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/CincoDadoComNumero-U-BP-Amarelo.png;1
334;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaFina-Amarelo;GeoNumericosCL/SeisDadoComNumero-U-BF-Amarelo.png;1
335;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaGrossa-Amarelo;GeoNumericosCL/SeisDadoComNumero-U-BG-Amarelo.png;1
336;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/SeisDadoComNumero-U-BP-Amarelo.png;1
337;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaFina-Amarelo;GeoNumericosCL/SeteDadoComNumero-U-BF-Amarelo.png;1
338;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaGrossa-Amarelo;GeoNumericosCL/SeteDadoComNumero-U-BG-Amarelo.png;1
339;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/SeteDadoComNumero-U-BP-Amarelo.png;1
340;GeoNumericosCL-Oito-Dado-Com-Numero-Unico-BordaFina-Amarelo;GeoNumericosCL/OitoDadoComNumero-U-BF-Amarelo.png;1
341;GeoNumericosCL-Oito-Dado-Com-Numero-Unico-BordaGrossa-Amarelo;GeoNumericosCL/OitoDadoComNumero-U-BG-Amarelo.png;1
342;GeoNumericosCL-Oito-Dado-Com-Numero-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/OitoDadoComNumero-U-BP-Amarelo.png;1
343;GeoNumericosCL-Nove-Dado-Com-Numero-Unico-BordaFina-Amarelo;GeoNumericosCL/NoveDadoComNumero-U-BF-Amarelo.png;1
344;GeoNumericosCL-Nove-Dado-Com-Numero-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NoveDadoComNumero-U-BG-Amarelo.png;1
345;GeoNumericosCL-Nove-Dado-Com-Numero-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NoveDadoComNumero-U-BP-Amarelo.png;1
346;GeoNumericosCL-Dez-Dado-Com-Numero-Unico-BordaFina-Amarelo;GeoNumericosCL/DezDadoComNumero-U-BF-Amarelo.png;1
347;GeoNumericosCL-Dez-Dado-Com-Numero-Unico-BordaGrossa-Amarelo;GeoNumericosCL/DezDadoComNumero-U-BG-Amarelo.png;1
348;GeoNumericosCL-Dez-Dado-Com-Numero-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/DezDadoComNumero-U-BP-Amarelo.png;1
349;GeoNumericosCL-Numero-Um-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroUmComDomino-U-BF-Amarelo.png;1
350;GeoNumericosCL-Numero-Um-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroUmComDomino-U-BG-Amarelo.png;1
351;GeoNumericosCL-Numero-Um-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroUmComDomino-U-BP-Amarelo.png;1
352;GeoNumericosCL-Numero-Dois-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroDoisComDomino-U-BF-Amarelo.png;1
353;GeoNumericosCL-Numero-Dois-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroDoisComDomino-U-BG-Amarelo.png;1
354;GeoNumericosCL-Numero-Dois-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroDoisComDomino-U-BP-Amarelo.png;1
355;GeoNumericosCL-Numero-Tres-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroTresComDomino-U-BF-Amarelo.png;1
356;GeoNumericosCL-Numero-Tres-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroTresComDomino-U-BG-Amarelo.png;1
357;GeoNumericosCL-Numero-Tres-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroTresComDomino-U-BP-Amarelo.png;1
358;GeoNumericosCL-Numero-Quatro-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroQuatroComDomino-U-BF-Amarelo.png;1
359;GeoNumericosCL-Numero-Quatro-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroQuatroComDomino-U-BG-Amarelo.png;1
360;GeoNumericosCL-Numero-Quatro-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroQuatroComDomino-U-BP-Amarelo.png;1
361;GeoNumericosCL-Numero-Cinco-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroCincoComDomino-U-BF-Amarelo.png;1
362;GeoNumericosCL-Numero-Cinco-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroCincoComDomino-U-BG-Amarelo.png;1
363;GeoNumericosCL-Numero-Cinco-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroCincoComDomino-U-BP-Amarelo.png;1
364;GeoNumericosCL-Numero-Seis-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroSeisComDomino-U-BF-Amarelo.png;1
365;GeoNumericosCL-Numero-Seis-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroSeisComDomino-U-BG-Amarelo.png;1
366;GeoNumericosCL-Numero-Seis-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroSeisComDomino-U-BP-Amarelo.png;1
367;GeoNumericosCL-Numero-Sete-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroSeteComDomino-U-BF-Amarelo.png;1
368;GeoNumericosCL-Numero-Sete-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroSeteComDomino-U-BG-Amarelo.png;1
369;GeoNumericosCL-Numero-Sete-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroSeteComDomino-U-BP-Amarelo.png;1
370;GeoNumericosCL-Numero-Oito-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroOitoComDomino-U-BF-Amarelo.png;1
371;GeoNumericosCL-Numero-Oito-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroOitoComDomino-U-BG-Amarelo.png;1
372;GeoNumericosCL-Numero-Oito-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroOitoComDomino-U-BP-Amarelo.png;1
373;GeoNumericosCL-Numero-Nove-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroNoveComDomino-U-BF-Amarelo.png;1
374;GeoNumericosCL-Numero-Nove-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroNoveComDomino-U-BG-Amarelo.png;1
375;GeoNumericosCL-Numero-Nove-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroNoveComDomino-U-BP-Amarelo.png;1
376;GeoNumericosCL-Numero-Dez-Com-Domino-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroDezComDomino-U-BF-Amarelo.png;1
377;GeoNumericosCL-Numero-Dez-Com-Domino-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroDezComDomino-U-BG-Amarelo.png;1
378;GeoNumericosCL-Numero-Dez-Com-Domino-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroDezComDomino-U-BP-Amarelo.png;1
379;GeoNumericosCL-Numero-Um-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroUm-U-BF-Amarelo.png;1
380;GeoNumericosCL-Numero-Um-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroUm-U-BG-Amarelo.png;1
381;GeoNumericosCL-Numero-Um-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroUm-U-BP-Amarelo.png;1
382;GeoNumericosCL-Numero-Dois-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroDois-U-BF-Amarelo.png;1
383;GeoNumericosCL-Numero-Dois-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroDois-U-BG-Amarelo.png;1
384;GeoNumericosCL-Numero-Dois-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroDois-U-BP-Amarelo.png;1
385;GeoNumericosCL-Numero-Tres-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroTres-U-BF-Amarelo.png;1
386;GeoNumericosCL-Numero-Tres-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroTres-U-BG-Amarelo.png;1
387;GeoNumericosCL-Numero-Tres-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroTres-U-BP-Amarelo.png;1
388;GeoNumericosCL-Numero-Quatro-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroQuatro-U-BF-Amarelo.png;1
389;GeoNumericosCL-Numero-Quatro-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroQuatro-U-BG-Amarelo.png;1
390;GeoNumericosCL-Numero-Quatro-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroQuatro-U-BP-Amarelo.png;1
391;GeoNumericosCL-Numero-Cinco-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroCinco-U-BF-Amarelo.png;1
392;GeoNumericosCL-Numero-Cinco-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroCinco-U-BG-Amarelo.png;1
393;GeoNumericosCL-Numero-Cinco-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroCinco-U-BP-Amarelo.png;1
394;GeoNumericosCL-Numero-Seis-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroSeis-U-BF-Amarelo.png;1
395;GeoNumericosCL-Numero-Seis-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroSeis-U-BG-Amarelo.png;1
396;GeoNumericosCL-Numero-Seis-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroSeis-U-BP-Amarelo.png;1
397;GeoNumericosCL-Numero-Sete-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroSete-U-BF-Amarelo.png;1
398;GeoNumericosCL-Numero-Sete-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroSete-U-BG-Amarelo.png;1
399;GeoNumericosCL-Numero-Sete-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroSete-U-BP-Amarelo.png;1
400;GeoNumericosCL-Numero-Oito-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroOito-U-BF-Amarelo.png;1
401;GeoNumericosCL-Numero-Oito-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroOito-U-BG-Amarelo.png;1
402;GeoNumericosCL-Numero-Oito-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroOito-U-BP-Amarelo.png;1
403;GeoNumericosCL-Numero-Nove-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroNove-U-BF-Amarelo.png;1
404;GeoNumericosCL-Numero-Nove-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroNove-U-BG-Amarelo.png;1
405;GeoNumericosCL-Numero-Nove-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroNove-U-BP-Amarelo.png;1
406;GeoNumericosCL-Numero-Dez-Unico-BordaFina-Amarelo;GeoNumericosCL/NumeroDez-U-BF-Amarelo.png;1
407;GeoNumericosCL-Numero-Dez-Unico-BordaGrossa-Amarelo;GeoNumericosCL/NumeroDez-U-BG-Amarelo.png;1
